web-scraper-order,web-scraper-start-url,clickTitoli,clickTitoli-href,Title,Rate,Date,Description,Image-src
"1575477121-185","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Last Christmas","https://www.imdb.com/title/tt8623904/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_16","Last Christmas (2019)","6.6","8 November 2019 (USA)","Kate is a young woman subscribed to bad decisions. Working as an elf in a year round Christmas store is not good for the wannabe singer. However, she meets Tom there. Her life takes a new turn. For Kate, it seems too good to be true.","https://m.media-amazon.com/images/M/MV5BNTQ4ZmY0NjgtYzVhNy00NzhiLTk3YTYtNzM1MTdjM2VhZDA3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477039-150","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Midsommar","https://www.imdb.com/title/tt8772262/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_51","Midsommar (2019)","7.2","3 July 2019 (USA)","Dani (Florence Pugh) and Christian (Jack Reynor) are a young American couple with a relationship on the brink of falling apart. But after a family tragedy keeps them together, a grieving Dani invites herself to join Christian and his friends on a trip to a once-in-a-lifetime midsummer festival in a remote Swedish village. What begins as a carefree summer holiday in a land of eternal sunlight takes a sinister turn when the insular villagers invite their guests to partake in festivities that render the pastoral paradise increasingly unnerving and viscerally disturbing.","https://m.media-amazon.com/images/M/MV5BMzQxNzQzOTQwM15BMl5BanBnXkFtZTgwMDQ2NTcwODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477013-138","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Black Widow","https://www.imdb.com/title/tt3480822/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_63","Black Widow (2020)","null","1 May 2020 (USA)","At birth the Black Widow (aka Natasha Romanova) is given to the KGB, which grooms her to become its ultimate operative. When the U.S.S.R. breaks up, the government tries to kill her as the action moves to present-day New York, where she is a freelance operative. The standalone film will find Romanoff living in the United States 15 years after the fall of the Soviet Union.","https://m.media-amazon.com/images/M/MV5BNmFjNTA4MDAtMDM3ZS00NjFmLTg3YzQtM2ZkMzI0OTNmODcyXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477035-148","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Goodfellas","https://www.imdb.com/title/tt0099685/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_53","Goodfellas (1990)","8.7","21 September 1990 (USA)","Henry Hill might be a small time gangster, who may have taken part in a robbery with Jimmy Conway and Tommy De Vito, two other gangsters who might have set their sights a bit higher. His two partners could kill off everyone else involved in the robbery, and slowly start to think about climbing up through the hierarchy of the Mob. Henry, however, might be badly affected by his partners' success, but will he consider stooping low enough to bring about the downfall of Jimmy and Tommy?","https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575476992-128","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Yesterday","https://www.imdb.com/title/tt8079248/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_73","Yesterday (2019)","6.9","28 June 2019 (USA)","In Lowestoft UK, Jack Malik is a frustrated musician whose musical career is going nowhere despite the faith that his friend/manager Ellie Appleton has in him. However, on the night Jack decides to give up, the whole world is momentarily hit with a massive blackout during which Jack is hit by a bus. Upon regaining consciousness, Jack learns to his astonishment that he is apparently now the only one who knows the music of the Beatles. Realizing this improbable opportunity, Jack begins playing the music of the greatest of the rock bands, claiming it as his own. It pays off quickly and Jack becomes a worldwide musical sensation. However, Jack finds himself drifting away from Ellie, only realizing his love for her when she has become intimidated by his success, which depends on a blatant plagiarization that no one could find out. Now, Jack must make a fundamental moral decision about his music to satisfy his conscience as he decides what he truly needs.","https://m.media-amazon.com/images/M/MV5BMjQ0NTI0NjkyN15BMl5BanBnXkFtZTgwNzY0MTE0NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477068-163","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Jumanji: The Next Level","https://www.imdb.com/title/tt7975244/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_38","Jumanji: The Next Level (2019)","7.0","13 December 2019 (USA)","The gang is back but the game has changed. As they return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored, from the arid deserts to the snowy mountains, in order to escape the world's most dangerous game.","https://m.media-amazon.com/images/M/MV5BOTVjMmFiMDUtOWQ4My00YzhmLWE3MzEtODM1NDFjMWEwZTRkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477024-143","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Booksmart","https://www.imdb.com/title/tt1489887/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_58","Booksmart (2019)","7.2","24 May 2019 (USA)","On the eve of their high school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night.","https://m.media-amazon.com/images/M/MV5BMjEzMjcxNjA2Nl5BMl5BanBnXkFtZTgwMjAxMDM2NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477033-147","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Downton Abbey","https://www.imdb.com/title/tt6398184/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_54","Downton Abbey (2019)","7.7","20 September 2019 (USA)","The continuing story of the Crawley family, wealthy owners of a large estate in the English countryside in the early twentieth century.","https://m.media-amazon.com/images/M/MV5BMmQxNGRkMjYtZTAyMy00MDUyLThiNmYtODI1NTkyNmI0ZTNlXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477049-154","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Noelle","https://www.imdb.com/title/tt5097410/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_47","Noelle (2019)","6.3","12 November 2019 (USA)","Noelle has always had to support and encourage her brother, Nick, who was ordained to take over as Santa. When Nick disappears right before Christmas, Noelle goes on a funny and heartfelt journey to find her brother and ultimately what Christmas is really about.","https://m.media-amazon.com/images/M/MV5BMjM2MTIxYTAtYWM3MC00OWI4LWJmMjMtYzBhMWFlMzU0NTdhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477104-177","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Angel Has Fallen","https://www.imdb.com/title/tt6189022/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_24","Angel Has Fallen (2019)","6.5","23 August 2019 (USA)","After the events in the previous film, Secret Service agent Mike Banning finds himself framed for an assassination attempt on the President. Pursued by his own agency and the FBI, Banning races to clear his name and uncover the real terrorist threat which has set its sights on Air Force One.","https://m.media-amazon.com/images/M/MV5BYmRmMWZhZGItYzA4MC00ZDYyLWE0OTMtYmM0MWRiN2Q4NGU2XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477127-188","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Parasite","https://www.imdb.com/title/tt6751668/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_13","Parasite (2019)","8.6","8 November 2019 (USA)","Jobless, penniless, and, above all, hopeless, the unmotivated patriarch, Ki-taek, and his equally unambitious family--his supportive wife, Chung-sook; his cynical twentysomething daughter, Ki-jung, and his college-age son, Ki-woo--occupy themselves by working for peanuts in their squalid basement-level apartment. Then, by sheer luck, a lucrative business proposition will pave the way for an insidiously subtle scheme, as Ki-woo summons up the courage to pose as an English tutor for the teenage daughter of the affluent Park family. Now, the stage seems set for an unceasing winner-take-all class war. How does one get rid of a parasite?","https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575476970-118","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","The Goldfinch","https://www.imdb.com/title/tt3864056/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_83","The Goldfinch (2019)","6.3","13 September 2019 (USA)","13-year-old New Yorker Theo Decker's life is turned upside-down when his mother is killed in a terrorist attack at the Metropolitan Museum of Art. Confused in the rubble of the tragedy, he steals a priceless piece of art known as The Goldfinch.","https://m.media-amazon.com/images/M/MV5BY2ZmNmUzNTctYTA3Mi00ZTg3LWFmMWMtYzU2ZjA3NDRmODIzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575476951-109","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","The Shawshank Redemption","https://www.imdb.com/title/tt0111161/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_92","The Shawshank Redemption (1994)","9.3","14 October 1994 (USA)","Chronicles the experiences of a formerly successful banker as a prisoner in the gloomy jailhouse of Shawshank after being found guilty of a crime he did not commit. The film portrays the man's unique way of dealing with his new, torturous life; along the way he befriends a number of fellow prisoners, most notably a wise long-term inmate named Red.","https://m.media-amazon.com/images/M/MV5BMDFkYTc0MGEtZmNhMC00ZDIzLWFmNTEtODM1ZmRlYWMwMWFmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477051-155","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Richard Jewell","https://www.imdb.com/title/tt3513548/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_46","Richard Jewell (2019)","7.8","13 December 2019 (USA)","American security guard Richard Jewell (Paul Walter Hauser) saves thousands of lives from an exploding bomb at the 1996 Olympics, but is vilified by journalists and the press who falsely report that he was a terrorist.","https://m.media-amazon.com/images/M/MV5BOTFlODg1MTEtZTJhOC00OTY1LWE0YzctZjRlODdkYWY5ZDM4XkEyXkFqcGdeQXVyNjU1NzU3MzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477046-153","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","The Report","https://www.imdb.com/title/tt8236336/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_48","The Report (2019)","7.2","15 November 2019 (USA)","THE REPORT is a thriller based on actual events. Idealistic staffer Daniel J. Jones (Adam Driver) is tasked by his boss Senator Dianne Feinstein (Annette Bening) to lead an investigation of the CIA's Detention and Interrogation Program created in the aftermath of 9/11. Jones' relentless pursuit of the truth leads to findings that uncover the lengths to which the nation's top intelligence agency went to destroy evidence, subvert the law, and hide a shocking secret from the American public. THE REPORT is written and directed by Scott Z. Burns, and the film also stars Jon Hamm, Sarah Goldberg, Michael C. Hall, Douglas Hodge, Fajer Kaisi, Ted Levine, Jennifer Morrison, Tim Blake Nelson, Linda Powell, Matthew Rhys, T. Ryder Smith, Corey Stoll, and Maura Tierney.","https://m.media-amazon.com/images/M/MV5BZGI3ZGNkOGItNWU3ZS00NDIyLTljZjEtZTk5NzkxMjYwMjEzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477029-145","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","The Good Liar","https://www.imdb.com/title/tt5563334/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_56","The Good Liar (2019)","6.5","15 November 2019 (USA)","Career con artist Roy Courtnay can hardly believe his luck when he meets well-to-do widow Betty McLeish online. As Betty opens her home and life to him, Roy is surprised to find himself caring about her, turning what should be a cut-and-dry swindle into the most treacherous tightrope walk of his life.","https://m.media-amazon.com/images/M/MV5BN2VhNTY5ZTUtYzc1NC00NjUyLWI1NDQtYWE3YmJlNjQ3OGVlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575476953-110","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","The Batman","https://www.imdb.com/title/tt1877830/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_91","The Batman (2021)","null","25 June 2021 (USA)","The plot is unknown.","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/180x268/film-173410679._CB470041619_.png"
"1575477007-135","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Dark Waters","https://www.imdb.com/title/tt9071322/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_66","Dark Waters (2019)","7.3","27 February 2020 (Italy)","A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.","https://m.media-amazon.com/images/M/MV5BODQ0M2Y5M2QtZGIwMC00MzJjLThlMzYtNmE3ZTMzZTYzOGEwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575476979-122","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Star Wars: Episode IV - A New Hope","https://www.imdb.com/title/tt0076759/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_79","Star Wars: Episode IV - A New Hope (1977)","8.6","25 May 1977 (USA)","The Imperial Forces, under orders from cruel Darth Vader, hold Princess Leia hostage in their efforts to quell the rebellion against the Galactic Empire. Luke Skywalker and Han Solo, captain of the Millennium Falcon, work together with the companionable droid duo R2-D2 and C-3PO to rescue the beautiful princess, help the Rebel Alliance and restore freedom and justice to the Galaxy.","https://m.media-amazon.com/images/M/MV5BNzVlY2MwMjktM2E4OS00Y2Y3LWE3ZjctYzhkZGM3YzA1ZWM2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477086-170","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Rambo: Last Blood","https://www.imdb.com/title/tt1206885/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_31","Rambo: Last Blood (2019)","6.4","20 September 2019 (USA)","Almost four decades after they drew first blood, Sylvester Stallone is back as one of the greatest action heroes of all time, John Rambo. Now, Rambo must confront his past and unearth his ruthless combat skills to exact revenge in a final mission. A deadly journey of vengeance, RAMBO: LAST BLOOD marks the last chapter of the legendary series.","https://m.media-amazon.com/images/M/MV5BNTAxZWM2OTgtOTQzOC00ZTI5LTgyYjktZTRhYWM4YWQxNWI0XkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477114-182","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","21 Bridges","https://www.imdb.com/title/tt8688634/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_19","21 Bridges (2019)","6.6","22 November 2019 (USA)","Thrust into a citywide manhunt for a duo of cop killers, NYPD detective Andre Davis begins to uncover a massive conspiracy that links his fellow police officers to a criminal empire and must decide who he is hunting and who is actually hunting him. During the manhunt, Manhattan is completely locked down for the first time in its history - no exit or entry to the island including all 21 bridges.","https://m.media-amazon.com/images/M/MV5BYTg4YzEzNDQtZDAxOS00M2YyLTljZWEtNjk4YTc4NDM2NTBhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477015-139","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","The Golden Compass","https://www.imdb.com/title/tt0385752/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_62","The Golden Compass (2007)","6.1","7 December 2007 (USA)","It was no ordinary life for a young girl: living among scholars in the hallowed halls of Jordan College and tearing unsupervised through Oxford's motley streets on mad quests for adventure. But Lyra's greatest adventure would begin closer to home, the day she heard hushed talk of an extraordinary particle. Microscopic in size, the magical dust--discovered in the vast Arctic expanse of the North--was rumored to possess profound properties that could unite whole universes. But there were those who feared the particle and would stop at nothing to destroy it. Catapulted into the heart of a terrible struggle, Lyra was forced to seek aid from clans, 'gyptians, and formidable armored bears. And as she journeyed into unbelievable danger, she had not the faintest clue that she alone was destined to win, or to lose, this more-than-mortal battle...","https://m.media-amazon.com/images/M/MV5BMTM2NDkxMjQxMV5BMl5BanBnXkFtZTYwNTMxMDM4._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477044-152","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Captain Marvel","https://www.imdb.com/title/tt4154664/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_49","Captain Marvel (2019)","6.9","8 March 2019 (USA)","After crashing an experimental aircraft, Air Force pilot Carol Danvers is discovered by the Kree and trained as a member of the elite Starforce Military under the command of her mentor Yon-Rogg. Six years later, after escaping to Earth while under attack by the Skrulls, Danvers begins to discover there's more to her past. With help from S.H.I.E.L.D. agent Nick Fury, they set out to unravel the truth.","https://m.media-amazon.com/images/M/MV5BMTE0YWFmOTMtYTU2ZS00ZTIxLWE3OTEtYTNiYzBkZjViZThiXkEyXkFqcGdeQXVyODMzMzQ4OTI@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575476985-125","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","The Dark Knight","https://www.imdb.com/title/tt0468569/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_76","The Dark Knight (2008)","9.0","18 July 2008 (USA)","Set within a year after the events of Batman Begins (2005), Batman, Lieutenant James Gordon, and new District Attorney Harvey Dent successfully begin to round up the criminals that plague Gotham City, until a mysterious and sadistic criminal mastermind known only as ""The Joker"" appears in Gotham, creating a new wave of chaos. Batman's struggle against The Joker becomes deeply personal, forcing him to ""confront everything he believes"" and improve his technology to stop him. A love triangle develops between Bruce Wayne, Dent, and Rachel Dawes.","https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477009-136","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Bombshell","https://www.imdb.com/title/tt6394270/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_65","Bombshell (2019)","null","20 December 2019 (USA)","A group of women decide to take on Fox News head Roger Ailes and the toxic atmosphere he presided over at the network.","https://m.media-amazon.com/images/M/MV5BZjlhOWE3YjktY2MzOC00ZmQ1LWIwNjgtZmVhZmFjZGExMzgyXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
"1575477042-151","https://www.imdb.com/chart/moviemeter/?ref_=nv_mv_mpm","Fast & Furious Presents: Hobbs & Shaw","https://www.imdb.com/title/tt6806448/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=495EYDSA8662H5W48FYS&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_50","Fast & Furious Presents: Hobbs & Shaw (2019)","6.5","2 August 2019 (USA)","Lawman Luke Hobbs and outcast Deckard Shaw form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.","https://m.media-amazon.com/images/M/MV5BOTIzYmUyMmEtMWQzNC00YzExLTk3MzYtZTUzYjMyMmRiYzIwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
